Timestamp,Drone ID,Other Object,Distance,Correction X,Correction Y,Message
2024-10-13 23:56:35,2,human,48.9,-0.11,1.09,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,3,human,50.0,0.0,0.0,Drone 4 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,2,human,50.0,-0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,3,human,49.86,0.11,0.08,Drone 4 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,2,human,50.0,-0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,2,human,50.0,-0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,2,human,50.0,-0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,2,human,50.0,-0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,2,human,48.92,-0.09,1.08,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,3,human,49.9,0.08,0.05,Drone 4 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,2,human,48.94,-0.07,1.06,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,3,human,49.95,0.04,0.03,Drone 4 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,3,human,50.0,0.0,0.0,Drone 4 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,3,human,50.0,0.0,0.0,Drone 4 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,3,human,50.0,0.0,0.0,Drone 4 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,3,human,50.0,0.0,0.0,Drone 4 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,2,human,48.95,-0.04,1.05,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,3,human,50.0,0.0,0.0,Drone 4 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,3,human,49.99,0.01,0.0,Drone 4 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,3,human,50.0,0.0,0.0,Drone 4 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,3,human,50.0,0.0,0.0,Drone 4 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,3,human,50.0,0.0,0.0,Drone 4 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,3,human,50.0,0.0,0.0,Drone 4 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,2,human,48.97,-0.02,1.03,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,3,human,50.0,0.0,0.0,Drone 4 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,2,human,48.99,0.0,1.01,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,2,human,49.01,0.03,0.99,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,2,human,49.03,0.05,0.97,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,2,human,49.05,0.07,0.94,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,2,human,49.08,0.09,0.92,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:35,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,49.1,0.11,0.89,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,49.12,0.13,0.87,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,49.15,0.15,0.84,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,49.17,0.16,0.81,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,49.2,0.18,0.78,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,49.23,0.19,0.75,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,49.25,0.2,0.72,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,49.28,0.21,0.68,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,49.31,0.22,0.65,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,49.34,0.23,0.62,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,49.37,0.23,0.58,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,1,human,49.43,-0.25,0.52,Drone 2 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,49.41,0.24,0.54,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,1,human,48.84,-0.49,1.05,Drone 2 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,1,human,50.0,-0.0,0.0,Drone 2 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,49.44,0.24,0.51,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,1,human,50.0,-0.0,0.0,Drone 2 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,1,human,50.0,-0.0,0.0,Drone 2 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,1,human,50.0,-0.0,0.0,Drone 2 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,1,human,50.0,-0.0,0.0,Drone 2 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,1,human,48.85,-0.47,1.05,Drone 2 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,1,human,50.0,-0.0,0.0,Drone 2 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,49.47,0.24,0.47,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,1,human,48.87,-0.44,1.04,Drone 2 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,49.51,0.23,0.43,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,1,human,48.88,-0.41,1.04,Drone 2 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,1,human,50.0,-0.0,0.0,Drone 2 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,49.55,0.23,0.39,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,1,human,50.0,-0.0,0.0,Drone 2 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,1,human,50.0,-0.0,0.0,Drone 2 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,1,human,50.0,-0.0,0.0,Drone 2 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,1,human,50.0,-0.0,0.0,Drone 2 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,1,human,48.9,-0.39,1.03,Drone 2 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,1,human,50.0,-0.0,0.0,Drone 2 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,49.58,0.22,0.36,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,1,human,50.0,-0.0,0.0,Drone 2 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,1,human,50.0,-0.0,0.0,Drone 2 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,1,human,50.0,-0.0,0.0,Drone 2 avoided obstacle: human. Adjusted its path.
2024-10-13 23:56:36,2,human,50.0,0.0,0.0,Drone 3 avoided obstacle: human. Adjusted its path.
